record;date;QLANG;Q1;PROV;PROV2;QAB;QBC;QON;Q0QC;Q0QCA;Q0QCB;Q0QCC;Q0QCD;Q0QCE;Q0QCF;Q0QCG;REGIO;FSA;POSTAL6;age;sexe;SCOL;FOYr1;FOYr2;FOYr3;FOYr4;LANGU;Q2r1;Q2r2;Q2r3;Q2r4;Q3r1;Q3r2;Q3r3;Q3r4;Q3r5;Q4;Q5r1;Q5r2;Q5r3;Q5r4;Q5r5;Q5r96;Q6r1;Q6r2;Q6r3;Q6r4;Q6r5;Q6r6;Q6r7;Q7;Q8r1;Q8r2;Q8r3;Q8r4;Q8r5;Q8r6;Q8r7;Q9r2;Q9r3;Q9r4;Q10Ar1;Q10Ar2;Q10Ar3;Q10Ar4;Q10Ar5;Q10Ar6;Q10Ar7;Q10Ar8;Q10Ar9;Q10Ar10;Q10Ar11;Q10Ar12;Q10Ar13;Q10Ar14;Q10Ar15;Q10Ar16;Q10Ar17;Q10Ar18;Q10Ar19;Q10Ar20;Q10Ar96;Q10Br1;Q10Br2;Q10Br3;Q10Br4;Q10Br5;Q10Br6;Q10Br7;Q10Br8;Q10Br9;Q10Br96;Q10Br97;Q11r1;Q11r2;Q11r3;Q11r4;Q11r5;Q11r6;Q11r7;Q11r8;Q11r9;Q11r10;Q11r11;Q11r12;Q11r97;Q12A2;Q12A3;Q12B2;Q12B3;Q12C2;Q12C3;Q13r1;Q13r2;Q13r3;Q13r4;Q14;Q15;Q16r1;Q16r2;Q16r3;Q16r4;Q16r5;Q16r6;Q16r7;Q17r1;Q17r2;Q17r3;Q17r4;Q17B;Q17C;Q17D;Q18r1;Q18r2;Q18r3;Q18r4;Q18r5;BORN;REVEN;POL;EMPLO;ETAT;PROP;PROP2;COL;COMMENTAIRE;Pond
1913;2022-02-16;1;4;5;4;;;52;;;;;;;;;;N0B;N0B1S0;4;1;4;0;0;1;3;2;6;4;2;4;1;0;0;0;0;3;0;0;0;0;5;0;;;;;;;;1;3;2;3;2;2;2;2;2;1;3;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;3,70;3;2;1;4;2;4;1;2;1;2;1;2;3;3;3;1;3;1;;;3;4;3;3;3;1;5;5;1;3;1;1;4;;1,44871
1914;2022-02-16;1;3;2;2;61;;;;;;;;;;;;T3R;T3R1T1;4;1;6;0;0;0;1;2;3;4;1;1;1;0;0;0;0;1;1;2;3;0;0;0;1;3;1;1;1;3;3;2;1;4;1;1;2;4;4;4;5;2;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;999,00;7,90;6,90;19,80;10,50;14,30;1;2;3;4;1;2;3;3;2;4;4;3;3;4;4;4;4;3;1;;1;1;4;1;4;1;98;3;1;2;1;2;1;;0,76207
1915;2022-02-16;2;5;6;5;;;;12;;;;;1;;2;2;G5Y;G5Y5H7;4;1;4;0;0;0;0;1;5;2;2;3;1;0;0;0;0;2;0;2;0;0;0;0;4;4;3;3;2;3;4;2;2;2;3;2;2;2;2;3;3;4;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;4,60;4,50;7,40;5,50;8,60;7,00;3;1;4;2;3;3;3;3;4;4;4;3;4;4;4;4;4;1;;;3;3;3;3;3;1;3;6;1;1;1;1;3;;1,00611
1917;2022-02-17;1;3;5;4;;;59;;;;;;;;;;L6X;L6X3A2;2;2;5;0;1;1;3;2;6;4;3;6;1;0;0;0;0;5;0;0;0;4;0;0;;;;;;;;1;2;5;3;1;4;5;4;6;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;3,10;6,30;10,70;9,20;11,00;13,00;2;1;3;4;2;2;1;4;3;5;3;5;4;5;5;5;5;2;;;2;5;4;4;5;1;11;4;4;1;1;1;3;;0,54777
1918;2022-02-16;1;5;5;4;;;53;;;;;;;;;;N6G;N6G3E9;3;1;2;0;0;0;0;2;5;2;2;2;1;0;0;0;0;2;0;0;0;4;0;0;;;;;;;;5;4;4;2;4;4;4;4;2;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;1;0;0;3,00;3,00;10,00;11,00;6,00;6,00;2;1;3;4;2;2;3;4;2;3;4;3;3;4;3;3;4;2;;;2;2;4;3;4;1;5;5;1;5;1;1;2;;1,57725
1919;2022-02-16;1;3;5;4;;;57;;;;;;;;;;L5G;L5G3Z8;6;2;5;2;2;0;2;3;4;2;4;5;1;0;0;0;0;4;0;0;0;0;5;0;;;;;;;;5;4;4;3;3;3;4;3;4;4;4;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;3,50;3,80;10,50;10,80;6,50;7,00;4;3;2;1;3;1;3;4;2;3;2;4;3;4;3;3;4;1;;;2;3;4;2;4;1;98;99;6;5;1;1;1;;0,69495
1921;2022-02-16;1;3;5;4;;;59;;;;;;;;;;L1H;L1H4N9;4;2;4;0;1;2;3;2;5;2;2;7;0;1;0;0;0;3;0;0;0;4;0;0;;;;;;;;4;2;4;3;2;2;1;2;3;4;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2,00;3,00;5,60;5,00;6,00;5,00;4;3;2;1;2;3;2;3;3;4;3;3;4;4;3;1;4;2;;;4;5;4;3;5;1;1;4;2;3;3;2;2;;1,24780
1923;2022-02-16;2;5;6;5;;;;17;;;;;;;;3;G9H;G9H3H5;6;1;4;0;0;0;0;1;2;1;1;1;1;0;0;0;0;2;0;0;0;0;5;0;;;;;;;;5;5;5;5;1;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2,00;2,00;6,00;6,00;4,00;4,00;4;2;3;1;1;3;1;5;5;1;1;5;5;3;3;1;3;2;;;5;3;1;4;1;1;2;3;6;5;1;1;4;;1,18842
1924;2022-02-16;1;5;5;4;;;59;;;;;;;;;;M3C;M3C1B5;2;1;2;0;0;0;1;2;6;4;3;5;1;0;0;0;0;2;1;0;0;0;0;0;5;4;5;4;3;3;3;3;4;3;5;4;4;2;4;3;4;3;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;6,30;3,00;16,10;10,50;9,50;8,00;2;3;1;4;1;2;3;4;3;5;4;3;4;4;5;3;4;3;3;;3;4;2;4;3;2;5;4;1;1;1;2;1;;1,55854
1925;2022-02-16;2;5;6;5;;;;16;;;96;;;;;3;J0G;J0G1W0;3;2;5;0;0;0;1;1;6;4;5;5;1;0;0;0;0;2;0;0;3;0;0;0;5;5;1;1;1;1;2;2;5;5;1;3;3;4;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;0;0;0;1;1;1;0;0;0;0;0;0;0;2,30;3,30;8,40;7,60;6,50;5,30;4;1;2;3;3;3;1;4;4;4;3;1;3;3;4;1;2;2;;;5;5;2;2;3;1;10;6;1;2;1;1;4;;0,41216
1927;2022-02-16;1;5;5;4;;;59;;;;;;;;;;L6B;L6B1A8;3;1;6;1;3;0;2;2;5;6;4;5;1;0;0;0;0;2;1;2;3;0;0;0;4;5;4;3;4;4;4;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;5,30;4,20;8,60;9,40;5,00;6,20;1;2;3;4;1;1;3;3;3;3;3;3;3;5;5;5;4;3;6;;2;5;5;1;5;2;9;3;1;3;1;2;1;;0,70126
1928;2022-02-16;1;5;5;4;;;57;;;;;;;;;;K1V;K1V1X3;4;2;5;0;0;1;1;2;5;1;1;1;1;0;0;0;0;2;1;2;0;0;0;0;1;1;1;3;1;1;1;6;4;4;4;4;4;4;4;3;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;3,50;4,00;12,00;12,00;8,00;8,00;1;3;2;4;2;4;3;4;5;4;4;4;4;4;4;1;1;2;;;2;1;3;3;4;1;12;4;1;3;1;1;2;;0,42020
1930;2022-02-16;1;5;1;1;;71;;;;;;;;;;;V1E;V1E1M1;5;2;2;0;0;0;0;3;1;2;2;5;1;0;0;0;0;2;1;0;0;0;0;0;4;4;4;5;5;3;3;5;5;3;4;4;1;1;1;4;4;5;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;3,00;3,00;10,50;10,60;7,00;7,00;4;2;1;3;1;1;2;5;5;4;5;2;2;4;5;3;5;3;6;;1;1;5;1;5;2;3;3;6;6;1;1;4;Do you want people to recycle what do you need to do you need to charge on every single glass body gets used every plastic bottle to get used you need to charge status for you on everything that way people will start returning it but you also have to clearly labelled if it’s recyclable because many times I to have no cl;2,02667
1931;2022-02-16;2;4;6;5;;;;6;;;;;;;;1;H1T;H1T2X6;3;2;3;0;0;0;1;1;5;2;2;2;1;0;0;1;0;2;0;0;0;4;0;0;;;;;;;;4;4;3;3;3;1;3;3;3;3;4;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;2,00;4,00;10,00;11,00;8,00;8,00;1;4;2;3;2;2;3;4;4;4;3;3;4;4;4;4;3;1;;;1;3;4;2;4;1;8;99;1;1;2;2;1;;1,02540
1932;2022-02-16;2;3;6;5;;;;1;;;;;;;;3;G0L;G0L1B0;2;2;5;0;0;0;2;1;5;5;2;1;1;0;0;0;0;2;0;0;0;0;5;0;;;;;;;;6;5;4;4;4;3;3;2;4;4;3;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;4,00;3,10;10,20;11,10;5,80;7,00;4;3;1;2;2;2;4;5;4;3;4;3;4;5;5;5;4;1;;;1;2;4;1;5;1;5;2;4;1;1;3;4;;0,29080
1933;2022-02-16;1;5;5;4;;;50;;;;;;;;;;L7R;L7R0E6;2;2;4;0;0;0;2;2;2;1;1;5;1;0;0;0;0;2;0;0;0;4;0;0;;;;;;;;1;4;4;4;4;4;4;4;3;3;3;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;999,00;999,00;6,50;5,30;5,10;5,60;4;3;2;1;2;2;4;4;4;3;4;4;4;3;4;3;3;2;;;3;4;4;4;4;1;7;4;1;1;2;2;1;;1,23204
1934;2022-02-16;1;5;5;4;;;57;;;;;;;;;;K2H;K2H9L2;4;1;6;0;0;0;0;3;6;99;99;99;1;0;0;0;0;2;1;0;0;0;0;0;5;4;1;1;5;3;3;3;3;5;2;2;2;5;5;3;3;3;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;999,00;999,00;12,00;12,00;8,00;8,00;4;1;2;3;2;1;2;3;4;4;4;4;4;5;4;4;4;3;3;;1;1;4;1;4;2;9;4;1;1;1;1;2;;0,46433
1935;2022-02-16;1;4;6;5;;;;6;;;;;;;;1;H2L;H2L3Z7;3;2;5;0;0;0;1;2;5;4;2;5;1;0;0;1;0;3;1;0;3;0;0;0;3;2;2;1;1;1;1;2;4;2;4;3;3;3;3;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;1;1;0;3,50;4,00;12,00;12,00;8,00;8,00;1;2;3;4;1;1;3;5;5;4;5;2;3;5;5;4;4;2;;;1;1;5;1;5;2;11;2;1;3;1;1;1;;0,63870
1936;2022-02-16;1;5;3;3;;;;;;;;;;;;;S6V;S6V0Z6;4;1;5;0;0;1;2;2;7;1;2;1;1;0;0;0;0;2;0;0;0;0;5;0;;;;;;;;5;4;2;1;1;1;1;1;1;2;2;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;1;0;1;0;0;1;0;0;0;0;0;0;2,50;2,80;9,00;10,00;6,00;6,80;3;1;2;4;2;2;2;3;4;3;1;3;2;4;4;3;3;2;;;4;2;3;2;4;1;6;5;1;3;1;1;4;No;0,34232
1937;2022-02-16;1;5;10;6;;;;;;;;;;;;;A1B;A1B0L4;2;2;2;0;0;0;2;2;4;2;1;4;1;0;0;0;0;2;0;0;0;0;0;96;;;;;;;;5;4;4;1;1;1;3;4;5;5;3;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;4,00;4,00;9,50;9,50;6,20;6,50;2;4;1;3;2;2;2;4;4;3;4;3;3;5;5;4;5;2;;;2;2;4;2;5;1;9;2;3;1;1;2;4;;0,69835
1938;2022-02-16;2;5;6;5;;;;6;;;;;;;;1;H2C;H2C2K7;5;2;3;0;0;0;0;1;5;2;2;2;0;1;1;1;0;2;0;0;0;4;0;0;;;;;;;;4;5;4;4;4;2;5;5;4;4;3;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3,00;3,00;10,50;10,50;6,00;6,10;1;3;4;2;1;1;2;5;4;4;4;2;3;4;3;4;4;2;;;1;2;5;1;5;1;4;3;1;1;3;2;1;Je trouve ça illogique d'avoir à payer plus cher pour des produits en vrac.     Aussi, je ne vois pas pourquoi je paierais un surplus (imposition) alors que les grosses compagnies continuent à détruire la planète et à s'en mettre plein les poches.    Je suis choquée on dirait.     Même chose pour le télétravail qui a fait du bien pour la planète,  pourquoi alors nous ramener en présentiel? Hors contex;1,32999
1939;2022-02-16;1;5;2;2;62;;;;;;;;;;;;T5L;T5L2L1;4;2;5;0;0;0;0;2;4;99;2;2;0;0;1;0;1;2;0;0;0;0;5;0;;;;;;;;6;5;3;3;3;3;4;4;5;5;5;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;4,00;5,10;13,10;13,70;8,00;8,00;1;2;3;4;1;2;3;4;5;4;3;4;5;4;4;4;4;1;;;1;4;5;2;5;1;3;1;2;1;4;2;2;;0,67749
1940;2022-02-16;1;5;2;2;62;;;;;;;;;;;;T5R;T5R1V3;3;2;4;2;0;0;2;2;5;2;2;1;1;0;0;0;0;3;0;0;0;0;5;0;;;;;;;;5;5;3;5;2;2;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;999,00;4,00;9,50;8,30;7,60;6,90;2;4;1;3;1;1;3;4;5;4;3;2;4;4;4;4;2;2;;;2;2;3;2;5;1;8;2;2;3;1;1;1;;1,97073
1941;2022-02-16;1;4;5;4;;;58;;;;;;;;;;N0H;N0H2C6;6;2;5;0;0;0;1;2;3;2;2;99;1;0;0;0;0;3;0;0;0;4;0;0;;;;;;;;5;4;4;4;4;4;4;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;5,00;5,50;2,10;2,30;4;3;2;1;3;3;1;1;1;1;1;1;1;4;4;2;2;2;;;2;2;3;2;4;1;4;4;6;3;1;1;4;;0,61294
1942;2022-02-16;1;5;6;5;;;;6;;;;;;;;1;H3G;H3G2J5;3;2;5;0;1;1;2;3;7;3;7;2;1;0;0;0;0;3;0;0;3;0;0;0;3;4;3;3;4;3;3;2;5;4;2;2;2;2;2;6;6;6;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;2,30;2,80;6,50;7,00;5,00;6,00;2;1;3;4;2;1;3;3;4;5;3;3;4;5;4;4;2;3;1;;1;5;4;4;5;2;2;99;5;3;2;2;1;;0,72416
1943;2022-02-16;1;4;5;4;;;59;;;;;;;;;;L1R;L1R0H5;2;1;6;1;0;0;2;2;5;5;5;5;1;0;0;0;0;2;0;2;0;0;0;0;4;4;4;4;4;4;4;2;3;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4,70;4,00;12,10;11,30;7,40;8,30;2;1;3;4;2;2;3;3;3;3;3;3;3;3;3;3;3;3;2;;3;3;3;3;3;2;9;5;1;3;1;1;1;;0,64214
1944;2022-02-16;1;5;6;5;;;;15;;6;;;;;;1;J0N;J0N1E0;4;1;4;1;1;0;1;2;5;4;2;7;1;0;0;0;0;2;0;2;0;0;0;0;2;1;3;2;2;2;2;1;4;3;4;3;3;2;2;4;3;3;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;3,00;3,00;10,00;10,00;6,00;6,00;1;2;3;4;2;2;2;4;5;4;3;3;2;4;4;4;3;4;;4;2;2;4;2;5;1;7;4;2;2;1;1;4;;1,21161
1946;2022-02-16;1;5;5;4;;;55;;;;;;;;;;P0L;P0L1W0;3;2;5;0;0;0;1;2;3;2;2;5;1;0;0;0;0;2;1;0;0;0;0;0;4;3;5;4;4;2;2;1;4;5;4;4;4;5;5;2;4;4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;3,00;3,00;10,60;10,00;6,00;6,30;3;1;2;4;2;2;4;5;5;2;4;2;2;4;5;2;3;3;2;;1;1;5;2;5;1;9;1;1;1;1;2;4;;0,67341
1947;2022-02-16;1;5;7;6;;;;;;;;;;;;;E2E;E2E4K3;6;2;5;0;0;0;0;2;5;3;2;5;1;0;0;0;0;2;1;2;0;0;0;0;5;1;1;1;1;1;1;5;5;3;2;3;2;4;3;2;2;3;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;999,00;999,00;8,40;9,90;6,80;7,40;4;1;2;3;2;2;4;5;2;3;4;4;3;5;5;5;3;1;;;1;1;5;1;5;1;2;2;2;6;1;1;4;;0,73107
1948;2022-02-16;1;5;8;6;;;;;;;;;;;;;B3E;B3E1L2;5;2;4;0;0;0;2;1;4;2;2;2;1;0;0;0;0;2;1;0;0;0;0;0;3;4;2;2;2;2;2;1;4;5;2;2;2;2;2;5;5;5;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;4,00;999,00;12,80;0,00;8,00;8,00;3;2;1;4;1;2;2;5;4;5;5;4;3;4;4;2;3;4;;3;2;2;4;2;5;1;5;3;6;3;1;2;4;;0,59495
1950;2022-02-16;1;4;4;3;;;;;;;;;;;;;R3J;R3J1Y5;5;1;4;0;0;0;1;3;6;4;3;6;1;0;0;0;0;3;0;0;0;4;0;0;;;;;;;;5;2;4;2;4;4;4;4;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;0;0;1;1;1;0;0;0;0;0;0;0;0;999,00;999,00;4,80;999,00;999,00;999,00;4;3;2;1;3;3;2;2;2;2;2;2;2;1;1;1;1;2;;;5;3;1;3;1;2;98;6;1;3;1;1;2;I believe the environmental narrative is very over stated.;0,73386
1951;2022-02-16;2;5;6;5;;;;16;;;96;;;;;3;J0P;J0P1S0;3;1;1;5;0;0;2;1;5;1;1;7;1;0;0;0;0;2;0;0;0;0;5;0;;;;;;;;4;5;5;5;5;1;5;5;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;1;1;0;1;0;0;0;0;0;0;0;0;0;2,40;2,10;10,80;12,00;6,20;5,10;1;3;2;4;2;4;1;1;3;3;3;3;3;2;1;1;1;2;;;2;5;2;5;3;1;7;1;1;2;1;1;4;;1,10862
1952;2022-02-16;1;4;6;5;;;;7;;;;;;;;3;J8N;J8N6B9;4;1;4;0;0;0;1;1;5;2;2;1;1;0;0;0;0;3;0;0;0;0;5;0;;;;;;;;2;5;4;4;4;3;4;3;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;0;0;1;1;0;0;1;0;0;0;0;0;0;2,50;3,00;9,00;10,00;4,00;5,00;1;2;3;4;2;4;1;3;1;3;3;3;3;4;4;3;3;1;;;3;4;3;3;2;1;11;99;6;3;1;1;4;;0,68960
1953;2022-02-16;1;5;10;6;;;;;;;;;;;;;A2A;A2A1G7;6;2;3;0;0;0;1;2;4;1;2;99;1;0;0;0;0;3;0;0;0;0;5;0;;;;;;;;5;2;5;4;3;4;4;4;5;2;2;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;2,60;3,50;10,10;9,90;6,00;5,70;4;1;2;3;2;2;3;4;3;3;2;3;4;5;5;3;2;2;;;2;4;3;2;4;1;4;3;6;3;1;1;4;;1,61043
1954;2022-02-16;1;5;1;1;;71;;;;;;;;;;;V1S;V1S1Y6;3;1;4;1;1;1;2;2;5;5;5;5;1;0;0;1;1;2;1;2;3;0;0;0;4;4;4;4;4;4;4;2;4;4;3;4;4;4;4;5;5;5;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2,70;2,80;8,00;9,00;5,00;5,20;1;2;4;3;2;2;4;4;4;4;4;4;4;4;4;4;4;3;3;;2;2;4;4;4;1;8;5;1;3;1;1;2;;2,63075
1955;2022-02-16;2;4;6;5;;;;12;;;;;1;;3;2;G6J;G6J1B4;6;2;3;0;0;0;0;1;7;2;2;2;1;0;0;0;0;2;0;0;0;0;5;0;;;;;;;;2;1;1;1;1;1;1;1;2;2;2;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;4,00;999,00;999,00;999,00;999,00;999,00;4;3;1;2;2;3;2;4;4;3;1;3;3;3;4;1;1;2;;;5;5;5;2;5;1;2;7;6;5;1;1;3;;2,09948
1956;2022-02-16;1;5;5;4;;;52;;;;;;;;;;L4N;L4N8S7;6;2;2;0;1;0;2;2;6;1;1;6;1;0;0;0;0;2;0;0;0;0;5;0;;;;;;;;5;4;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;1;0;1;1;0;0;0;0;0;0;0,10;0,10;0,20;0,10;6,00;5,90;4;3;1;2;2;4;3;3;3;3;4;4;3;4;4;4;3;2;;;2;2;4;2;5;1;6;3;6;1;1;1;3;;1,91239
1957;2022-02-16;1;4;2;2;63;;;;;;;;;;;;T1A;T1A7G7;6;1;1;0;0;0;2;2;3;2;2;1;1;0;0;0;0;3;0;0;0;0;5;0;;;;;;;;5;3;3;1;1;1;1;1;3;3;3;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;2,00;3,10;8,00;10,00;4,50;6,00;3;1;2;4;2;1;2;2;2;3;3;3;3;5;4;1;2;2;;;4;4;4;2;3;1;11;5;1;3;1;1;4;None;1,07633
1958;2022-02-16;1;5;2;2;61;;;;;;;;;;;;T2X;T2X2E9;4;1;5;0;1;0;0;2;4;2;2;2;1;0;0;0;0;2;1;0;0;0;0;0;3;3;3;1;3;1;3;1;4;4;4;4;4;4;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;0;0;0;1;0;1;1;0;0;0;0;0;0;999,00;999,00;9,50;9,20;5,60;6,00;4;2;1;3;2;3;2;3;2;2;3;2;2;4;4;4;2;2;;;2;2;4;4;4;1;9;5;1;4;1;1;1;;0,86403
1959;2022-02-16;1;4;5;4;;;52;;;;;;;;;;L3Z;L3Z2M7;4;1;4;0;0;0;2;2;5;1;1;5;1;0;0;0;0;3;0;0;0;4;0;0;;;;;;;;1;4;4;3;4;4;3;3;3;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;2,00;3,00;8,50;9,70;5,50;6,30;4;1;2;3;4;3;2;2;2;2;2;3;4;4;4;4;2;1;;;3;3;4;3;3;1;9;5;1;3;1;1;4;;1,27776
1961;2022-02-16;1;5;1;1;;70;;;;;;;;;;;V3B;V3B0B7;3;2;5;0;1;0;1;2;5;4;4;6;1;0;0;0;0;2;0;2;0;0;0;0;4;4;4;3;3;2;2;1;3;3;4;3;2;3;4;2;3;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;4,00;4,00;8,30;6,90;5,80;5,70;3;2;1;4;2;2;3;3;3;3;3;2;3;4;4;4;4;3;3;;2;2;4;3;5;2;9;4;1;3;2;1;1;;0,98361
1962;2022-02-16;1;5;5;4;;;59;;;;;;;;;;L7A;L7A3A9;3;1;5;1;0;0;2;2;6;4;3;6;1;0;1;0;0;2;1;2;3;0;0;0;4;5;3;5;4;3;4;2;4;4;4;5;5;5;4;4;4;4;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;4,10;4,00;13,80;11,30;7,10;6,20;4;2;1;3;2;2;3;3;3;4;4;4;4;4;4;4;4;3;7;;3;3;3;4;5;1;6;6;2;3;2;1;1;Great topic and loved the environment aspect.;0,70126
1963;2022-02-16;1;4;1;1;;70;;;;;;;;;;;V3K;V3K5V3;6;2;3;0;0;0;0;3;5;2;5;5;1;0;0;0;0;3;0;2;0;0;0;0;5;3;2;3;3;3;1;2;4;3;2;4;4;4;1;5;2;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;2,70;3,20;13,10;10,10;6,30;6,40;2;1;4;3;2;2;3;5;5;5;3;4;1;5;5;2;2;2;;;1;5;4;4;4;1;8;7;6;3;1;1;1;;1,65037
